Product ID,Product_Name,Category,Sub_Category,Avg_Unit_Price,Total_Sales,Total_Profit,Profitability_Status
FUR-BAR-10004682,"Barricks Round Table, Fully Assembled",Furniture,Tables,502.98,2011.92,925.44,Profitable
FUR-BEV-10000326,"Bevis Wood Table, Rectangular",Furniture,Tables,531.18,531.18,90.3,Profitable
FUR-BEV-10000388,"Bevis Coffee Table, Rectangular",Furniture,Tables,315.75,315.75,129.45,Profitable
FUR-BEV-10001048,"Bevis Conference Table, with Bottom Storage",Furniture,Tables,923.76,923.76,249.39,Profitable
FUR-BEV-10001217,"Bevis Wood Table, Fully Assembled",Furniture,Tables,535.08,1070.16,321.0,Profitable
FUR-BEV-10001853,"Bevis Computer Table, Adjustable Height",Furniture,Tables,492.09,984.18,344.46,Profitable
FUR-BEV-10002193,"Bevis Round Table, Adjustable Height",Furniture,Tables,208.15200000000002,1248.912,-1779.768,Loss-Making
FUR-BEV-10002369,"Bevis Training Table, Fully Assembled",Furniture,Tables,218.6925,942.06,-1107.12,Loss-Making
FUR-BEV-10002803,"Bevis Conference Table, Fully Assembled",Furniture,Tables,925.23,925.23,305.31,Profitable
FUR-BEV-10003414,"Bevis Computer Table, Fully Assembled",Furniture,Tables,347.193,694.386,178.50600000000003,Profitable
FUR-BEV-10004805,"Bevis Conference Table, Rectangular",Furniture,Tables,921.33,1842.66,884.46,Profitable
FUR-BEV-10004919,"Bevis Wood Table, with Bottom Storage",Furniture,Tables,533.61,2668.05,853.65,Profitable
FUR-BO-10000002,"Bush Classic Bookcase, Mobile",Furniture,Bookcases,394.44,4442.639999999999,103.8,Profitable
FUR-BO-10000008,"Sauder Library with Doors, Traditional",Furniture,Bookcases,232.578,465.156,-255.864,Loss-Making
FUR-BO-10000021,"Dania Corner Shelving, Metal",Furniture,Bookcases,121.53,243.06,102.06,Profitable
FUR-BO-10000022,"Dania Floating Shelf Set, Traditional",Furniture,Bookcases,158.06000000000003,2201.55,44.010000000000005,Profitable
FUR-BO-10000034,"Safco Classic Bookcase, Pine",Furniture,Bookcases,278.34999999999997,1450.35,-659.25,Loss-Making
FUR-BO-10000035,"Dania Classic Bookcase, Pine",Furniture,Bookcases,398.09826,8308.1376,3288.2976,Profitable
FUR-BO-10000038,"Bush Library with Doors, Pine",Furniture,Bookcases,170.64600000000002,2632.824,-1667.736,Loss-Making
FUR-BO-10000071,"Safco 3-Shelf Cabinet, Metal",Furniture,Bookcases,151.04925,3046.23,1083.3899999999999,Profitable
FUR-BO-10000087,"Dania Classic Bookcase, Mobile",Furniture,Bookcases,166.17064,5234.4264,83.50640000000001,Profitable
FUR-BO-10000112,"Bush Birmingham Collection Bookcase, Dark Cherry",Furniture,Bookcases,99.2066,2393.8422,117.43619999999999,Profitable
FUR-BO-10000120,"Sauder Stackable Bookrack, Mobile",Furniture,Bookcases,102.774,1262.652,220.152,Profitable
FUR-BO-10000148,"Bush 3-Shelf Cabinet, Metal",Furniture,Bookcases,76.176,818.892,-228.528,Loss-Making
FUR-BO-10000155,"Dania Corner Shelving, Metal",Furniture,Bookcases,85.071,1798.644,509.84400000000005,Profitable
FUR-BO-10000160,"Safco Library with Doors, Pine",Furniture,Bookcases,352.026,704.052,312.912,Profitable
FUR-BO-10000170,"Safco Library with Doors, Mobile",Furniture,Bookcases,353.07899999999995,4943.106,-274.974,Loss-Making
FUR-BO-10000175,"Ikea Stackable Bookrack, Metal",Furniture,Bookcases,113.00904,1934.334,440.544,Profitable
FUR-BO-10000184,"Sauder Floating Shelf Set, Mobile",Furniture,Bookcases,52.56,157.68,-145.86,Loss-Making
FUR-BO-10000195,"Dania Stackable Bookrack, Pine",Furniture,Bookcases,105.4935,1179.045,270.405,Profitable
FUR-BO-10000203,"Sauder Library with Doors, Metal",Furniture,Bookcases,363.21945,6874.7184,2608.8384,Profitable
FUR-BO-10000208,"Bush Stackable Bookrack, Mobile",Furniture,Bookcases,111.15899999999999,3890.565,955.215,Profitable
FUR-BO-10000210,"Ikea Library with Doors, Pine",Furniture,Bookcases,347.870775,8797.5288,2158.9488,Profitable
FUR-BO-10000214,"Ikea Library with Doors, Pine",Furniture,Bookcases,97.264,291.792,-393.948,Loss-Making
FUR-BO-10000243,"Safco Floating Shelf Set, Pine",Furniture,Bookcases,171.34785,4690.7712,585.6912,Profitable
FUR-BO-10000259,"Safco Classic Bookcase, Traditional",Furniture,Bookcases,394.33500000000004,7667.625,858.585,Profitable
FUR-BO-10000265,"Bush Floating Shelf Set, Pine",Furniture,Bookcases,165.7152,2364.8940000000002,697.074,Profitable
FUR-BO-10000268,"Ikea 3-Shelf Cabinet, Traditional",Furniture,Bookcases,170.7165,1504.344,-269.61599999999993,Loss-Making
FUR-BO-10000269,"Dania Stackable Bookrack, Pine",Furniture,Bookcases,66.192,893.592,194.19199999999998,Profitable
FUR-BO-10000279,"Dania Classic Bookcase, Pine",Furniture,Bookcases,346.1724,6222.861,535.461,Profitable
FUR-BO-10000288,"Safco Classic Bookcase, Traditional",Furniture,Bookcases,420.62399999999997,8368.664999999999,-131.535,Loss-Making
FUR-BO-10000311,"Safco Floating Shelf Set, Metal",Furniture,Bookcases,176.58,1236.06,274.68,Profitable
FUR-BO-10000321,"Dania Floating Shelf Set, Mobile",Furniture,Bookcases,85.935,893.7239999999999,-189.276,Loss-Making
FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases,108.882,1064.624,24.196000000000005,Profitable
FUR-BO-10000362,Sauder Inglewood Library Bookcases,Furniture,Bookcases,148.75259999999997,2154.348,311.1836,Profitable
FUR-BO-10000378,"Bush Floating Shelf Set, Pine",Furniture,Bookcases,86.31,1288.896,45.995999999999995,Profitable
FUR-BO-10000402,"Sauder Stackable Bookrack, Traditional",Furniture,Bookcases,138.966,833.796,87.696,Profitable
FUR-BO-10000411,"Sauder Floating Shelf Set, Metal",Furniture,Bookcases,116.424,2820.0480000000002,1081.008,Profitable
FUR-BO-10000425,"Bush Floating Shelf Set, Traditional",Furniture,Bookcases,137.01600000000002,959.1120000000001,-41.20800000000001,Loss-Making
FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,39.67366666666667,723.842,-133.1092,Loss-Making
FUR-BO-10000490,"Bush Library with Doors, Metal",Furniture,Bookcases,336.49649999999997,7784.892,672.372,Profitable
FUR-BO-10000502,"Sauder Classic Bookcase, Mobile",Furniture,Bookcases,263.106,5437.524,525.924,Profitable
FUR-BO-10000514,"Bush Library with Doors, Traditional",Furniture,Bookcases,279.31199999999995,2586.6719999999996,-1220.538,Loss-Making
FUR-BO-10000517,"Ikea Stackable Bookrack, Metal",Furniture,Bookcases,32.544,260.352,-358.048,Loss-Making
FUR-BO-10000533,"Dania Corner Shelving, Pine",Furniture,Bookcases,123.42,493.68,54.24,Profitable
FUR-BO-10000567,"Sauder Classic Bookcase, Traditional",Furniture,Bookcases,232.52800000000002,10638.156,889.196,Profitable
FUR-BO-10000596,"Sauder Classic Bookcase, Mobile",Furniture,Bookcases,372.7335,9033.306,3244.506,Profitable
FUR-BO-10000610,"Ikea Stackable Bookrack, Mobile",Furniture,Bookcases,111.339,1377.351,547.821,Profitable
FUR-BO-10000616,"Dania Corner Shelving, Pine",Furniture,Bookcases,74.052,444.312,-89.028,Loss-Making
FUR-BO-10000623,"Safco Library with Doors, Metal",Furniture,Bookcases,155.7,311.4,-373.68,Loss-Making
FUR-BO-10000624,"Safco Classic Bookcase, Metal",Furniture,Bookcases,250.06285714285715,6301.584,-70.49600000000004,Loss-Making
FUR-BO-10000636,"Dania Floating Shelf Set, Metal",Furniture,Bookcases,99.0352,1688.1000000000001,492.9,Profitable
FUR-BO-10000655,"Dania Classic Bookcase, Traditional",Furniture,Bookcases,369.68399999999997,1109.052,86.202,Profitable
FUR-BO-10000666,"Ikea 3-Shelf Cabinet, Mobile",Furniture,Bookcases,144.96,1304.64,182.52,Profitable
FUR-BO-10000668,"Sauder Classic Bookcase, Mobile",Furniture,Bookcases,303.737475,3377.0814,110.2614,Profitable
FUR-BO-10000670,"Dania Corner Shelving, Metal",Furniture,Bookcases,106.9464,3062.556,947.556,Profitable
FUR-BO-10000676,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,90.3215,1361.124,-554.556,Loss-Making
FUR-BO-10000684,"Sauder Corner Shelving, Traditional",Furniture,Bookcases,123.732,2106.39,-85.77,Loss-Making
FUR-BO-10000699,"Sauder 3-Shelf Cabinet, Traditional",Furniture,Bookcases,156.4014,3798.6372,238.23719999999997,Profitable
FUR-BO-10000700,"Sauder Floating Shelf Set, Metal",Furniture,Bookcases,116.424,232.848,-97.032,Loss-Making
FUR-BO-10000711,"Hon Metal Bookcases, Gray",Furniture,Bookcases,70.98,851.76,229.9752,Profitable
FUR-BO-10000712,"Bush Corner Shelving, Pine",Furniture,Bookcases,125.34,250.68,112.8,Profitable
FUR-BO-10000728,"Ikea Classic Bookcase, Mobile",Furniture,Bookcases,195.61546153846155,10384.104,2095.544,Profitable
FUR-BO-10000734,"Bush Corner Shelving, Pine",Furniture,Bookcases,64.46057142857143,1253.4,183.8,Profitable
FUR-BO-10000746,"Ikea Corner Shelving, Mobile",Furniture,Bookcases,77.02239999999999,1322.776,511.19599999999997,Profitable
FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Bookcases,134.25464,2946.3668,-767.7436,Loss-Making
FUR-BO-10000786,"Sauder Stackable Bookrack, Pine",Furniture,Bookcases,144.46575,3304.191,1123.101,Profitable
FUR-BO-10000791,"Dania Library with Doors, Traditional",Furniture,Bookcases,96.64,483.2,-579.9,Loss-Making
FUR-BO-10000797,"Safco 3-Shelf Cabinet, Pine",Furniture,Bookcases,153.171,1072.197,71.337,Profitable
FUR-BO-10000807,"Sauder Floating Shelf Set, Mobile",Furniture,Bookcases,118.26,473.04,-23.76,Loss-Making
FUR-BO-10000820,"Sauder 3-Shelf Cabinet, Metal",Furniture,Bookcases,149.526,598.104,166.104,Profitable
FUR-BO-10000847,"Dania Stackable Bookrack, Mobile",Furniture,Bookcases,102.1356,2006.235,712.335,Profitable
FUR-BO-10000883,"Dania Corner Shelving, Mobile",Furniture,Bookcases,101.54085,950.6217,-36.2583,Loss-Making
FUR-BO-10000889,"Safco 3-Shelf Cabinet, Mobile",Furniture,Bookcases,102.816,205.632,-85.728,Loss-Making
FUR-BO-10000891,"Ikea Classic Bookcase, Pine",Furniture,Bookcases,192.78,3470.04,-396.72,Loss-Making
FUR-BO-10000892,"Bush Corner Shelving, Mobile",Furniture,Bookcases,126.50999999999999,759.06,15.12,Profitable
FUR-BO-10000895,"Sauder Stackable Bookrack, Pine",Furniture,Bookcases,130.9518,1976.646,378.786,Profitable
FUR-BO-10000936,"Bush Floating Shelf Set, Traditional",Furniture,Bookcases,166.98825,1866.8429999999998,321.783,Profitable
FUR-BO-10000961,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,107.37960000000001,2197.536,519.216,Profitable
FUR-BO-10000967,"Ikea Library with Doors, Pine",Furniture,Bookcases,277.2024,6346.476,970.116,Profitable
FUR-BO-10000980,"Bush Library with Doors, Traditional",Furniture,Bookcases,346.6244571428571,5289.9264,1792.0764,Profitable
FUR-BO-10001003,"Dania 3-Shelf Cabinet, Traditional",Furniture,Bookcases,141.45,1555.9499999999998,746.79,Profitable
FUR-BO-10001010,"Dania Corner Shelving, Mobile",Furniture,Bookcases,112.131,2267.538,498.13800000000003,Profitable
FUR-BO-10001039,"Dania Classic Bookcase, Traditional",Furniture,Bookcases,321.762,5586.336,1137.486,Profitable
FUR-BO-10001042,"Dania 3-Shelf Cabinet, Pine",Furniture,Bookcases,76.16,1961.12,-61.88000000000001,Loss-Making
FUR-BO-10001067,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,63.2624,1032.176,126.256,Profitable
FUR-BO-10001073,"Safco Classic Bookcase, Metal",Furniture,Bookcases,386.190825,7246.8216,866.1816,Profitable
FUR-BO-10001099,"Bush Corner Shelving, Traditional",Furniture,Bookcases,66.128,975.3879999999999,32.788,Profitable
FUR-BO-10001133,"Ikea Classic Bookcase, Mobile",Furniture,Bookcases,381.1284,6296.904,1789.224,Profitable
FUR-BO-10001147,"Bush Floating Shelf Set, Metal",Furniture,Bookcases,157.35614999999999,2784.6063,383.7663,Profitable
FUR-BO-10001155,"Dania 3-Shelf Cabinet, Traditional",Furniture,Bookcases,120.82400000000001,2900.6955000000003,-194.67450000000002,Loss-Making
FUR-BO-10001165,"Bush Library with Doors, Mobile",Furniture,Bookcases,293.472,3448.2960000000003,-44.42399999999998,Loss-Making
FUR-BO-10001192,"Bush Library with Doors, Mobile",Furniture,Bookcases,319.67485714285715,5575.968,1812.1680000000001,Profitable
FUR-BO-10001196,"Bush Library with Doors, Pine",Furniture,Bookcases,295.278525,4786.6203000000005,61.98030000000003,Profitable
FUR-BO-10001201,"Bush Stackable Bookrack, Mobile",Furniture,Bookcases,71.36133333333333,1811.48,637.98,Profitable
FUR-BO-10001212,"Safco Classic Bookcase, Mobile",Furniture,Bookcases,372.0513857142857,9187.9695,-225.3105,Loss-Making
FUR-BO-10001216,"Sauder 3-Shelf Cabinet, Mobile",Furniture,Bookcases,143.1432,3480.444,1043.964,Profitable
FUR-BO-10001233,"Ikea 3-Shelf Cabinet, Mobile",Furniture,Bookcases,72.48,753.792,-368.328,Loss-Making
FUR-BO-10001254,"Dania 3-Shelf Cabinet, Mobile",Furniture,Bookcases,143.97,287.94,0.0,Profitable
FUR-BO-10001255,"Ikea Library with Doors, Mobile",Furniture,Bookcases,301.87575000000004,4903.194,-132.00600000000003,Loss-Making
FUR-BO-10001256,"Ikea Corner Shelving, Pine",Furniture,Bookcases,118.18950000000001,821.106,19.746,Profitable
FUR-BO-10001271,"Sauder Classic Bookcase, Pine",Furniture,Bookcases,116.62400000000001,349.872,-113.748,Loss-Making
FUR-BO-10001276,"Safco Floating Shelf Set, Mobile",Furniture,Bookcases,53.135999999999996,318.816,-95.664,Loss-Making
FUR-BO-10001287,"Dania Floating Shelf Set, Metal",Furniture,Bookcases,160.3695,2245.173,779.793,Profitable
FUR-BO-10001295,"Safco Floating Shelf Set, Traditional",Furniture,Bookcases,113.67199999999998,1232.904,453.664,Profitable
FUR-BO-10001309,"Ikea Classic Bookcase, Traditional",Furniture,Bookcases,411.75,1235.25,259.38,Profitable
FUR-BO-10001318,"Safco Library with Doors, Mobile",Furniture,Bookcases,104.616,418.464,-188.336,Loss-Making
FUR-BO-10001324,"Sauder Floating Shelf Set, Pine",Furniture,Bookcases,182.86800000000002,2978.136,564.216,Profitable
FUR-BO-10001326,"Bush 3-Shelf Cabinet, Pine",Furniture,Bookcases,144.72,1447.2,246.0,Profitable
FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,107.6722,2970.059,-78.637,Loss-Making
FUR-BO-10001342,"Safco Corner Shelving, Metal",Furniture,Bookcases,135.26899999999998,2345.49,-186.15,Loss-Making
FUR-BO-10001356,"Ikea Library with Doors, Mobile",Furniture,Bookcases,227.67733333333334,6342.4400000000005,877.96,Profitable
FUR-BO-10001358,"Bush 3-Shelf Cabinet, Traditional",Furniture,Bookcases,70.092,688.176,-239.024,Loss-Making
FUR-BO-10001362,"Ikea Classic Bookcase, Metal",Furniture,Bookcases,328.96799999999996,1315.8719999999998,-82.248,Loss-Making
FUR-BO-10001369,"Sauder Stackable Bookrack, Mobile",Furniture,Bookcases,92.98599999999999,665.584,144.784,Profitable
FUR-BO-10001370,"Sauder Classic Bookcase, Mobile",Furniture,Bookcases,350.808,1140.126,-17.54400000000001,Loss-Making
FUR-BO-10001372,"Safco Classic Bookcase, Pine",Furniture,Bookcases,428.5125,9097.65,513.9,Profitable
FUR-BO-10001385,"Sauder Corner Shelving, Metal",Furniture,Bookcases,127.68119999999999,2053.1724,573.5724,Profitable
FUR-BO-10001387,"Safco Floating Shelf Set, Traditional",Furniture,Bookcases,137.71800000000002,2419.902,546.672,Profitable
FUR-BO-10001390,"Bush Floating Shelf Set, Traditional",Furniture,Bookcases,85.63499999999999,1096.128,301.248,Profitable
FUR-BO-10001392,"Sauder Classic Bookcase, Traditional",Furniture,Bookcases,403.29075,4054.7070000000003,1482.2069999999999,Profitable
FUR-BO-10001393,"Safco 3-Shelf Cabinet, Pine",Furniture,Bookcases,150.05085,3844.5921,57.84209999999999,Profitable
FUR-BO-10001405,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,118.617,4482.474,1588.014,Profitable
FUR-BO-10001436,"Bush Corner Shelving, Traditional",Furniture,Bookcases,105.39150000000001,1413.486,41.766000000000005,Profitable
FUR-BO-10001452,"Dania Stackable Bookrack, Pine",Furniture,Bookcases,124.11,248.22,96.78,Profitable
FUR-BO-10001461,"Safco Floating Shelf Set, Traditional",Furniture,Bookcases,193.29705,2122.8246,1040.7546,Profitable
FUR-BO-10001471,"Sauder Classic Bookcase, Metal",Furniture,Bookcases,413.6775,10537.89,4650.45,Profitable
FUR-BO-10001476,"Safco Corner Shelving, Pine",Furniture,Bookcases,92.49680000000001,804.32,62.17999999999999,Profitable
FUR-BO-10001483,"Bush Corner Shelving, Metal",Furniture,Bookcases,64.01111111111112,2403.16,-390.02000000000004,Loss-Making
FUR-BO-10001498,"Dania Classic Bookcase, Pine",Furniture,Bookcases,236.27640000000002,9725.796,2801.7960000000003,Profitable
FUR-BO-10001501,"Bush Classic Bookcase, Metal",Furniture,Bookcases,344.8238,11560.527,4042.7670000000003,Profitable
FUR-BO-10001507,"Ikea Library with Doors, Traditional",Furniture,Bookcases,242.26,484.52,58.12,Profitable
FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,48.2562,1119.195,147.0942,Profitable
FUR-BO-10001524,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,33.296,166.48,-116.62,Loss-Making
FUR-BO-10001537,"Ikea Corner Shelving, Metal",Furniture,Bookcases,122.52,1102.6799999999998,44.01,Profitable
FUR-BO-10001541,"Bush Stackable Bookrack, Traditional",Furniture,Bookcases,100.22055,2936.5236,-231.9564,Loss-Making
FUR-BO-10001553,"Sauder Library with Doors, Traditional",Furniture,Bookcases,377.93925,7481.259,-193.941,Loss-Making
FUR-BO-10001555,"Bush Corner Shelving, Metal",Furniture,Bookcases,123.45,1234.5,172.8,Profitable
FUR-BO-10001558,"Safco 3-Shelf Cabinet, Pine",Furniture,Bookcases,136.152,953.064,-258.696,Loss-Making
FUR-BO-10001567,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Furniture,Bookcases,30.294,90.882,-190.8522,Loss-Making
FUR-BO-10001580,"Dania Stackable Bookrack, Pine",Furniture,Bookcases,107.16269999999999,3534.525,370.66499999999996,Profitable
FUR-BO-10001585,"Sauder Floating Shelf Set, Mobile",Furniture,Bookcases,102.65377777777778,2658.092,486.332,Profitable
FUR-BO-10001596,"Dania Library with Doors, Mobile",Furniture,Bookcases,182.46,3600.544,-588.956,Loss-Making
FUR-BO-10001598,"Bush Corner Shelving, Pine",Furniture,Bookcases,119.6997,2919.1686,1264.6086,Profitable
FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,Bookcases,96.4886,935.1972,-125.74080000000001,Loss-Making
FUR-BO-10001608,"Hon Metal Bookcases, Black",Furniture,Bookcases,53.66088,1570.0776,-26.972399999999993,Loss-Making
FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,Furniture,Bookcases,76.482,424.90000000000003,27.193599999999996,Profitable
FUR-BO-10001621,"Dania Stackable Bookrack, Traditional",Furniture,Bookcases,102.8925,2021.5349999999999,757.395,Profitable
FUR-BO-10001641,"Bush 3-Shelf Cabinet, Traditional",Furniture,Bookcases,141.36282,2140.5141,742.3641,Profitable
FUR-BO-10001646,"Safco Library with Doors, Pine",Furniture,Bookcases,150.93657142857143,6175.464,1155.884,Profitable
FUR-BO-10001668,"Ikea Floating Shelf Set, Pine",Furniture,Bookcases,145.07805,4742.0778,-368.2722,Loss-Making
FUR-BO-10001679,"Ikea 3-Shelf Cabinet, Traditional",Furniture,Bookcases,110.7471,1170.8568,262.0368,Profitable
FUR-BO-10001699,"Ikea 3-Shelf Cabinet, Mobile",Furniture,Bookcases,38.656,77.312,-61.888,Loss-Making
FUR-BO-10001708,"Safco Stackable Bookrack, Pine",Furniture,Bookcases,136.35,3590.55,196.95000000000005,Profitable
FUR-BO-10001714,"Dania Floating Shelf Set, Mobile",Furniture,Bookcases,120.309,979.659,-149.75100000000003,Loss-Making
FUR-BO-10001721,"Bush Corner Shelving, Mobile",Furniture,Bookcases,75.906,775.928,303.528,Profitable
FUR-BO-10001739,"Dania Classic Bookcase, Mobile",Furniture,Bookcases,257.152,5234.879999999999,490.14000000000004,Profitable
FUR-BO-10001746,"Dania 3-Shelf Cabinet, Pine",Furniture,Bookcases,85.68,171.36,-17.16,Loss-Making
FUR-BO-10001749,"Bush Classic Bookcase, Traditional",Furniture,Bookcases,359.62114285714284,10110.66,-363.45,Loss-Making
FUR-BO-10001753,"Dania Stackable Bookrack, Traditional",Furniture,Bookcases,96.1675,3371.2425,1066.0425,Profitable
FUR-BO-10001779,"Safco Stackable Bookrack, Pine",Furniture,Bookcases,100.22,2806.16,1150.24,Profitable
FUR-BO-10001781,"Bush Library with Doors, Traditional",Furniture,Bookcases,176.088,5343.36,-48.83999999999999,Loss-Making
FUR-BO-10001798,Bush Somerset Collection Bookcase,Furniture,Bookcases,103.14675,1263.9569999999999,-56.3214,Loss-Making
FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,205.795075,5492.885,15.049000000000007,Profitable
FUR-BO-10001822,"Dania Library with Doors, Metal",Furniture,Bookcases,332.9112,6368.736,-651.864,Loss-Making
FUR-BO-10001831,"Sauder Floating Shelf Set, Metal",Furniture,Bookcases,189.189,2270.268,500.50800000000004,Profitable
FUR-BO-10001834,"Ikea 3-Shelf Cabinet, Mobile",Furniture,Bookcases,123.21600000000001,1898.976,356.31600000000003,Profitable
FUR-BO-10001835,"Safco Library with Doors, Traditional",Furniture,Bookcases,389.79,779.58,202.68,Profitable
FUR-BO-10001860,"Sauder Corner Shelving, Traditional",Furniture,Bookcases,125.49960000000002,2455.491,569.691,Profitable
FUR-BO-10001867,"Dania Corner Shelving, Mobile",Furniture,Bookcases,73.56742857142856,1528.304,254.864,Profitable
FUR-BO-10001872,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,74.916,449.496,-30.024,Loss-Making
FUR-BO-10001873,"Ikea Floating Shelf Set, Mobile",Furniture,Bookcases,112.35899999999998,674.154,-311.166,Loss-Making
FUR-BO-10001874,"Sauder Corner Shelving, Pine",Furniture,Bookcases,135.8289375,4043.2799999999997,507.6,Profitable
FUR-BO-10001875,"Bush Library with Doors, Mobile",Furniture,Bookcases,366.84,1834.1999999999998,788.7,Profitable
FUR-BO-10001876,"Safco Corner Shelving, Pine",Furniture,Bookcases,135.729,814.374,217.134,Profitable
FUR-BO-10001888,"Dania Floating Shelf Set, Pine",Furniture,Bookcases,153.63,768.15,204.75,Profitable
FUR-BO-10001892,"Sauder Library with Doors, Pine",Furniture,Bookcases,330.63300000000004,3578.616,-357.95399999999995,Loss-Making
