Row ID,Order ID,OrderDateKey,ShipDateKey,Ship Mode,Customer ID,GeographyKey,Product ID,Order Priority,Sales,Quantity,Discount,Profit,Shipping Cost,Shipping Days,Cost,Unit Price,Is Loss Making
35395,CA-2011-116904,20110923,20110928,Standard Class,SC-20095,43,OFF-BI-10001120,Medium,9449.95,5,0.0,4630.4755,655.61,5,4819.474500000001,1889.9900000000002,False
13847,IT-2013-3085011,20130308,20130308,Same Day,EB-13840,44,FUR-CH-10003365,Critical,2092.5,5,0.1,720.75,652.98,0,1371.75,418.5,False
24341,IN-2014-50473,20140828,20140829,First Class,AP-10915,45,FUR-CH-10000602,High,2761.2,6,0.0,110.34,644.75,1,2650.8599999999997,460.2,False
28701,IN-2014-35983,20140501,20140501,Same Day,SW-20275,46,TEC-MA-10002680,Critical,2174.13,7,0.0,500.01,637.86,0,1674.1200000000001,310.59000000000003,False
6550,MX-2014-126984,20141218,20141220,Second Class,JH-15820,47,FUR-CH-10000891,High,3473.14,11,0.0,868.12,634.529,2,2605.02,315.74,False
40046,US-2012-163825,20120616,20120619,First Class,LC-16885,1,OFF-BI-10003527,High,3050.376,3,0.2,1143.891,632.05,3,1906.4850000000001,1016.792,False
48360,IR-2014-8540,20140918,20140921,First Class,TG-11640,48,TEC-CAN-10003392,Critical,2108.64,8,0.0,527.04,630.97,3,1581.6,263.58,False
38198,US-2014-135013,20140725,20140725,Same Day,HR-14830,49,TEC-CO-10001449,High,2399.96,5,0.2,839.986,630.05,0,1559.9740000000002,479.992,False
30190,IN-2011-10286,20111217,20111220,First Class,PB-19210,27,FUR-BO-10001372,Critical,2197.5,5,0.0,153.75,627.27,3,2043.75,439.5,False
42336,MZ-2013-3690,20131218,20131218,Same Day,DG-3300,50,TEC-MOT-10002272,High,2582.16,4,0.0,593.88,627.17,0,1988.2799999999997,645.54,False
29047,IN-2012-66342,20120530,20120531,First Class,SG-20470,51,TEC-CO-10004997,Critical,1526.52,4,0.0,732.72,625.77,1,793.8,381.63,False
32941,CA-2012-111829,20120319,20120320,First Class,FH-14365,52,TEC-CO-10001766,High,3149.93,7,0.0,1480.4671,617.92,1,1669.4628999999998,449.98999999999995,False
29601,IN-2012-48240,20120525,20120528,Second Class,GP-14740,53,FUR-TA-10000226,Critical,1745.34,2,0.0,226.86,616.27,3,1518.48,872.67,False
23499,IN-2014-61792,20140805,20140806,First Class,MW-18220,54,OFF-AP-10002244,High,4191.507,9,0.1,1164.267,614.34,1,3027.24,465.72299999999996,False
35594,CA-2014-129021,20140824,20140827,Second Class,PO-18850,55,TEC-PH-10001459,Medium,4367.896,13,0.2,327.5922,609.44,3,4040.3037999999997,335.99199999999996,False
26634,IN-2014-75470,20140311,20140313,Second Class,CS-12460,56,FUR-BO-10001073,High,3063.27,7,0.0,581.91,609.24,2,2481.36,437.61,False
39501,CA-2012-114811,20121108,20121108,Same Day,KD-16495,1,TEC-MA-10000045,Medium,4643.8,4,0.0,2229.024,607.34,0,2414.7760000000003,1160.95,False
10522,ES-2014-4673578,20140811,20140816,Second Class,MS-17980,57,TEC-PH-10002035,Medium,4473.0,7,0.0,313.11,604.4,5,4159.89,639.0,False
10549,IT-2013-3376681,20130831,20130903,First Class,KC-16675,58,TEC-PH-10002565,Critical,1502.01,9,0.0,225.18,600.21,3,1276.83,166.89,False
25314,IN-2014-66615,20140118,20140123,Standard Class,DB-13405,59,FUR-CH-10000027,High,5049.0,11,0.0,656.37,595.5,5,4392.63,459.0,False
39977,CA-2013-143805,20131202,20131204,Second Class,JD-15895,60,OFF-AP-10002945,Critical,2104.55,7,0.0,694.5015,594.02,2,1410.0485000000003,300.65000000000003,False
16653,IT-2014-4540740,20141207,20141208,First Class,DK-13090,61,FUR-BO-10004999,High,2188.05,5,0.0,1050.15,593.91,1,1137.9,437.61,False
28932,IN-2014-11231,20141216,20141219,First Class,CS-11845,62,FUR-TA-10001205,Critical,1920.36,4,0.0,652.92,592.77,3,1267.44,480.09,False
8029,MX-2014-154907,20141120,20141120,Same Day,EM-14200,63,TEC-PH-10004196,Critical,1704.0,4,0.0,119.28,592.726,0,1584.72,426.0,False
50411,UP-2011-8610,20111109,20111111,First Class,DW-3480,64,FUR-CHR-10001018,Critical,1858.68,4,0.0,130.08,590.56,2,1728.6000000000001,464.67,False
21191,IN-2013-40050,20130607,20130609,First Class,AS-10225,65,FUR-CH-10003232,High,3298.26,7,0.0,1055.25,589.36,2,2243.01,471.18,False
4960,MX-2011-110275,20111122,20111123,First Class,ST-20530,66,OFF-AP-10001630,Medium,2443.48,13,0.0,121.94,589.293,1,2321.54,187.96,False
49085,CG-2013-6110,20130329,20130331,Second Class,BW-1065,67,FUR-HAR-10002873,High,3808.8,8,0.0,1523.52,588.13,2,2285.28,476.1,False
21209,IN-2014-30110,20140826,20140827,First Class,LA-16780,68,FUR-TA-10000687,High,3427.1496,7,0.47,-452.8104,586.57,1,3879.96,489.5928,True
12161,ES-2012-2058076,20120920,20120922,Second Class,AB-10150,69,TEC-PH-10004505,High,3441.69,6,0.1,38.07,585.25,2,3403.62,573.615,False
25438,IN-2014-51950,20140516,20140518,Second Class,JH-15820,70,TEC-PH-10002683,Critical,2863.35,5,0.1,858.9,581.88,2,2004.4499999999998,572.67,False
31806,CA-2012-145352,20120316,20120322,Standard Class,CM-12385,71,OFF-BI-10003527,Medium,6354.95,5,0.0,3177.475,581.12,6,3177.475,1270.99,False
16988,ES-2013-4670866,20131124,20131125,First Class,BE-11410,72,TEC-CO-10002269,Critical,1487.4,10,0.0,728.7,580.98,1,758.7,148.74,False
24443,IN-2011-62506,20111109,20111111,Second Class,SZ-20035,73,TEC-CO-10002526,Medium,3200.04,9,0.0,1183.95,576.71,2,2016.09,355.56,False
30199,IN-2011-46413,20111028,20111028,Same Day,RM-19375,74,FUR-CH-10000602,Critical,2301.0,5,0.0,91.95,573.27,0,2209.05,460.2,False
13879,ES-2014-3785216,20141119,20141123,Standard Class,HG-14845,75,FUR-CH-10002891,High,5729.346,14,0.1,63.546,572.95,4,5665.799999999999,409.239,False
50788,MO-2014-2000,20141028,20141030,Second Class,DP-3105,76,TEC-CAN-10001437,Medium,5301.24,14,0.0,2597.28,568.45,2,2703.9599999999996,378.65999999999997,False
37817,CA-2014-138289,20140117,20140119,Second Class,AR-10540,77,OFF-BI-10004995,High,5443.96,4,0.0,2504.2216,567.95,2,2939.7384,1360.99,False
38540,CA-2014-118892,20140818,20140823,Second Class,TP-21415,78,FUR-CH-10002024,Medium,4416.174,9,0.3,-630.882,566.65,5,5047.056,490.686,True
18241,ES-2013-1434123,20130129,20130205,Standard Class,JB-16000,79,TEC-PH-10004327,Low,3219.9,5,0.0,965.85,564.25,7,2254.05,643.98,False
23013,ID-2012-78207,20120918,20120921,Second Class,AM-10705,80,OFF-AP-10001621,Critical,2487.8088,6,0.17,-269.7912,562.14,3,2757.6,414.6348,True
45616,MO-2013-8630,20131123,20131123,Same Day,AB-255,81,OFF-HOO-10001881,Medium,2266.44,4,0.0,113.28,556.45,0,2153.16,566.61,False
25026,IN-2012-64774,20120613,20120613,Same Day,RP-19270,6,TEC-CO-10001954,High,3068.361,9,0.1,1124.901,555.77,0,1943.4599999999998,340.929,False
27962,IN-2013-48765,20131028,20131031,First Class,BK-11260,82,FUR-BO-10003282,Medium,3728.43,9,0.0,1192.86,553.31,3,2535.5699999999997,414.27,False
26669,IN-2013-69730,20131212,20131214,First Class,JM-15250,23,TEC-CO-10003102,High,1581.48,6,0.0,0.0,550.74,2,1581.48,263.58,False
29600,IN-2012-48240,20120525,20120528,Second Class,GP-14740,53,TEC-PH-10004664,Critical,1916.73,3,0.0,498.33,548.4,3,1418.4,638.91,False
38411,US-2013-102239,20130506,20130507,First Class,LW-16990,83,FUR-TA-10003392,Critical,1685.88,6,0.0,320.3172,548.08,1,1365.5628000000002,280.98,False
19195,ES-2013-3467296,20131202,20131202,Same Day,NZ-18565,16,OFF-AP-10002552,Critical,2432.16,5,0.1,513.36,546.9,0,1918.7999999999997,486.43199999999996,False
46366,CA-2014-6550,20141223,20141225,Second Class,SV-10815,84,TEC-MOT-10000554,Critical,3863.88,6,0.0,1159.02,546.56,2,2704.86,643.98,False
26731,ID-2013-25742,20130128,20130130,First Class,SC-20695,85,FUR-CH-10001415,High,2465.82,7,0.25,197.19,546.49,2,2268.63,352.26000000000005,False
31278,IN-2012-86698,20120507,20120507,Same Day,NC-18625,86,FUR-TA-10003627,High,1847.52,2,0.0,738.96,545.89,0,1108.56,923.76,False
12035,ES-2013-2903666,20131127,20131129,First Class,NF-18385,87,FUR-BO-10001133,High,2899.89,7,0.0,927.78,541.59,2,1972.11,414.27,False
29149,IN-2012-30446,20121128,20121202,Second Class,NZ-18565,88,FUR-CH-10000027,Medium,2891.7,7,0.1,96.39,541.57,4,2795.31,413.09999999999997,False
15896,IT-2012-1779015,20120929,20120929,Same Day,PM-18940,89,TEC-MA-10003515,Critical,2016.846,9,0.15,-0.054,540.77,0,2016.9,224.094,True
18307,ES-2013-3903130,20130903,20130905,Second Class,MZ-17335,90,OFF-AP-10002904,High,3155.544,7,0.1,34.944,539.94,2,3120.6,450.792,False
46257,CG-2013-3470,20130726,20130801,Standard Class,HM-4980,91,TEC-MOT-10003348,Low,3856.14,6,0.0,1465.2,533.99,6,2390.9399999999996,642.6899999999999,False
21142,IN-2014-13639,20141119,20141125,Standard Class,RW-19540,92,TEC-PH-10001990,Low,3524.472,6,0.1,861.372,531.28,6,2663.1000000000004,587.412,False
10308,ES-2012-2510515,20120619,20120619,Same Day,LH-17155,93,TEC-PH-10002898,High,2167.296,4,0.15,790.416,531.09,0,1376.8799999999997,541.824,False
6776,MX-2012-153157,20121011,20121014,First Class,FH-14365,94,TEC-PH-10004196,Medium,2556.0,6,0.0,178.92,530.486,3,2377.08,426.0,False
16948,ES-2011-2585328,20110809,20110811,First Class,KM-16660,95,TEC-CO-10001633,Critical,1469.25,5,0.0,308.4,527.87,2,1160.85,293.85,False
11611,ES-2011-4500805,20111105,20111109,Second Class,PO-18865,96,TEC-PH-10002623,High,4448.832,8,0.15,1517.712,527.85,4,2931.1200000000003,556.104,False
39465,CA-2014-107174,20141107,20141114,Standard Class,AB-10060,52,FUR-TA-10004575,Low,2036.86,7,0.0,366.6348,524.76,7,1670.2251999999999,290.97999999999996,False
1873,MX-2013-113824,20130426,20130428,First Class,AB-10060,97,FUR-BO-10001498,High,2472.66,9,0.0,914.76,523.466,2,1557.8999999999999,274.74,False
29120,IN-2013-45076,20131226,20131226,Same Day,DB-13060,34,OFF-AP-10003598,High,3739.176,8,0.1,747.816,522.79,0,2991.3599999999997,467.397,False
11743,IT-2013-5208514,20130313,20130313,Same Day,VM-21685,98,FUR-CH-10001582,High,2570.865,11,0.5,-2211.165,520.89,0,4782.03,233.71499999999997,True
35574,US-2013-107440,20130417,20130421,Standard Class,BS-11365,99,TEC-MA-10001047,Medium,9099.93,7,0.0,2365.9818,516.91,4,6733.948200000001,1299.99,False
17522,ES-2012-2314672,20120405,20120405,Same Day,DM-13525,100,TEC-PH-10000505,High,2875.77,9,0.5,-1783.08,516.63,0,4658.85,319.53,True
14721,ES-2012-4765389,20121226,20121228,Second Class,NM-18520,101,FUR-BO-10002003,Critical,1741.8,4,0.0,261.24,515.24,2,1480.56,435.45,False
29629,IN-2013-15368,20130418,20130419,First Class,LC-16885,6,TEC-CO-10001775,Critical,1601.64,5,0.1,587.19,511.47,1,1014.45,320.32800000000003,False
25868,IN-2011-18385,20110524,20110526,Second Class,RO-19780,102,OFF-AP-10000647,High,3670.8,7,0.0,367.08,510.72,2,3303.7200000000003,524.4,False
39399,CA-2012-149846,20120522,20120526,Standard Class,SB-20185,29,TEC-MA-10004002,High,2973.32,7,0.2,334.4985,510.18,4,2638.8215,424.76000000000005,False
19559,ES-2013-2757712,20130516,20130520,Second Class,EM-14065,103,TEC-CO-10001926,High,1900.95,5,0.0,589.2,506.89,4,1311.75,380.19,False
38362,CA-2011-106726,20111206,20111208,First Class,RS-19765,29,OFF-ST-10001496,Critical,1261.33,7,0.0,327.9458,506.49,2,933.3842,180.19,False
14070,IT-2011-1978668,20110216,20110219,Second Class,ON-18715,104,FUR-CH-10002203,Medium,4544.1,11,0.1,1868.13,506.27,3,2675.9700000000003,413.1,False
21306,IN-2013-63773,20130531,20130602,First Class,VS-21820,105,FUR-BO-10001934,Critical,1455.12,4,0.0,116.4,504.56,2,1338.7199999999998,363.78,False
21668,IN-2013-10965,20131001,20131002,First Class,CM-12115,106,TEC-CO-10000562,High,1943.19,6,0.1,258.93,499.62,1,1684.26,323.865,False
37923,CA-2011-145541,20111214,20111221,Standard Class,TB-21400,1,TEC-MA-10001127,Medium,6999.96,4,0.0,2239.9872,499.55,7,4759.9728,1749.99,False
40336,CA-2013-117121,20131218,20131222,Standard Class,AB-10105,107,OFF-BI-10000545,Medium,9892.74,13,0.0,4946.37,498.7,4,4946.37,760.98,False
24260,ID-2013-79432,20131211,20131214,Second Class,JK-15325,106,TEC-CO-10002035,Critical,1695.87,5,0.1,-37.83,498.62,3,1733.6999999999998,339.174,True
13646,IT-2014-4499061,20140318,20140321,Second Class,RP-19270,108,TEC-CO-10004099,Critical,1505.979,6,0.15,-265.761,498.52,3,1771.74,250.9965,True
23708,IN-2014-34226,20141219,20141220,First Class,DW-13540,109,TEC-PH-10003002,Critical,1954.17,3,0.0,312.66,498.38,1,1641.51,651.39,False
32452,CA-2011-136567,20111220,20111221,First Class,PS-19045,110,FUR-TA-10001932,High,2244.48,7,0.0,493.7856,498.14,1,1750.6944,320.64,False
37722,CA-2013-143714,20130524,20130528,Standard Class,CC-12370,78,TEC-CO-10004722,Medium,8399.976,4,0.4,1119.9968,498.08,4,7279.979200000001,2099.994,False
40932,CA-2011-151330,20111014,20111017,First Class,TC-21295,111,FUR-CH-10000749,Critical,1628.82,9,0.0,260.6112,496.46,3,1368.2087999999999,180.98,False
1779,MX-2014-158386,20140918,20140918,Same Day,GM-14440,112,TEC-CO-10004398,Critical,1213.18876,7,0.002,508.00876,493.409,0,705.1800000000001,173.31268,False
23880,IN-2013-30663,20131125,20131127,First Class,SV-20815,113,TEC-CO-10004535,Critical,1590.6,5,0.0,572.55,493.2,2,1018.05,318.12,False
27094,IN-2013-77444,20131107,20131110,First Class,MM-17920,114,TEC-AC-10000420,Critical,2330.64,9,0.0,1025.46,492.79,3,1305.1799999999998,258.96,False
24424,IN-2014-39077,20140719,20140723,Standard Class,JK-16120,68,FUR-BO-10001212,High,3278.5848,8,0.07,140.8248,492.28,4,3137.76,409.8231,False
22049,ID-2012-60980,20120816,20120816,Same Day,EM-14200,115,TEC-PH-10001670,High,3741.5238,7,0.17,946.6338,491.91,0,2794.89,534.5033999999999,False
34153,CA-2013-128594,20130827,20130830,First Class,DJ-13510,116,FUR-CH-10001215,Critical,1603.136,4,0.2,100.196,489.6,3,1502.94,400.784,False
23815,IN-2012-57025,20120111,20120115,Standard Class,PM-18940,117,FUR-BO-10004679,High,3637.602,10,0.07,156.402,487.86,4,3481.2,363.7602,False
8009,MX-2013-157868,20130128,20130130,First Class,AT-10435,118,OFF-AP-10001776,Medium,2455.88,7,0.0,785.82,487.476,2,1670.06,350.84000000000003,False
30267,ID-2012-66111,20120614,20120617,First Class,AB-10015,119,TEC-MA-10003704,Critical,1024.68,8,0.5,-286.92,487.32,3,1311.6000000000001,128.085,True
33088,CA-2011-120474,20111201,20111203,First Class,RP-19390,120,FUR-CH-10001854,High,2807.84,8,0.0,673.8816,487.15,2,2133.9584,350.98,False
40462,CA-2013-100300,20130625,20130627,Second Class,MJ-17740,116,TEC-MA-10000984,High,4476.8,4,0.2,503.64,485.47,2,3973.1600000000003,1119.2,False
2283,MX-2012-164791,20121206,20121208,First Class,PV-18985,121,TEC-AC-10000376,High,2297.96,14,0.0,988.12,483.257,2,1309.8400000000001,164.14000000000001,False
17765,IT-2013-1350483,20130905,20130907,Second Class,SB-20290,122,TEC-CO-10003800,High,2671.41,7,0.0,534.24,483.04,2,2137.17,381.63,False
47783,SO-2014-4990,20140918,20140920,First Class,SM-10005,123,TEC-SAM-10004230,High,3834.0,6,0.0,268.38,481.04,2,3565.62,639.0,False
34340,CA-2014-149559,20140912,20140913,Same Day,KF-16285,124,FUR-CH-10002320,Critical,2054.272,8,0.2,256.784,480.56,1,1797.4879999999998,256.784,False
23175,IN-2012-30943,20120803,20120808,Standard Class,KH-16330,125,OFF-AP-10002312,High,3501.7368,8,0.17,210.8568,479.96,5,3290.88,437.7171,False
27693,IN-2014-13324,20141209,20141211,First Class,MP-18175,92,TEC-PH-10000169,High,1725.462,3,0.1,747.612,479.94,2,977.85,575.154,False
22134,IN-2012-46889,20121025,20121028,First Class,LH-17020,126,TEC-CO-10000865,Critical,1583.7,5,0.0,174.15,479.67,3,1409.55,316.74,False
32998,CA-2012-114069,20120713,20120715,Second Class,ND-18370,1,FUR-CH-10000595,Critical,1931.04,9,0.1,321.84,477.15,2,1609.2,214.56,False
22488,ID-2013-35640,20130827,20130829,Second Class,CR-12625,3,FUR-BO-10000288,High,2760.345,7,0.1,-214.725,475.34,2,2975.0699999999997,394.335,True
25678,IN-2011-30292,20110513,20110517,Standard Class,NC-18625,56,TEC-AC-10000866,High,3078.72,12,0.0,523.08,474.44,4,2555.64,256.56,False
15376,IT-2011-3675195,20111103,20111106,First Class,GM-14680,127,OFF-AP-10001623,High,1983.135,7,0.5,-1784.895,473.27,3,3768.0299999999997,283.305,True
15162,ES-2014-2034971,20140802,20140803,First Class,RA-19945,128,FUR-BO-10003541,Critical,1112.778,3,0.1,296.658,472.0,1,816.12,370.926,False
18899,ES-2011-1426891,20110920,20110922,Second Class,DB-13060,129,TEC-CO-10004365,Critical,3616.5,10,0.0,36.0,471.92,2,3580.5,361.65,False
32274,CA-2014-159366,20140108,20140111,First Class,BW-11110,107,TEC-MA-10000822,Medium,3059.982,2,0.1,679.996,471.22,3,2379.986,1529.991,False
24160,IN-2013-14773,20130311,20130315,Standard Class,RF-19735,92,TEC-PH-10000499,High,2892.105,5,0.1,160.605,470.29,4,2731.5,578.421,False
15812,ES-2012-4934238,20120202,20120205,First Class,JH-15820,130,TEC-PH-10000800,High,3263.4,5,0.0,848.4,469.29,3,2415.0,652.6800000000001,False
31696,CA-2013-108987,20130909,20130911,Second Class,AG-10675,131,FUR-BO-10004834,Critical,2396.2656,4,0.32,-317.1528,469.16,2,2713.4184,599.0664,True
6449,MX-2014-111941,20140409,20140413,Standard Class,DM-12955,132,FUR-TA-10001642,High,3117.088,13,0.2,38.948,466.703,4,3078.1400000000003,239.776,False
32382,US-2013-143819,20130302,20130306,Standard Class,KD-16270,133,TEC-MA-10003979,Medium,4899.93,7,0.0,2400.9657,466.33,4,2498.9643,699.99,False
4394,MX-2014-152961,20140319,20140321,First Class,BE-11335,134,OFF-AP-10001041,High,1888.7,5,0.0,887.6,465.918,2,1001.1,377.74,False
22058,IN-2013-17041,20131002,20131004,First Class,SO-20335,135,OFF-AP-10002090,High,3000.78,6,0.0,1080.18,465.63,2,1920.6000000000001,500.13000000000005,False
19833,ES-2013-4679331,20130112,20130115,First Class,DK-12835,136,OFF-AP-10002330,Medium,3801.63,7,0.0,1444.59,465.02,3,2357.04,543.09,False
45807,SA-2014-1270,20140820,20140825,Standard Class,LC-7050,137,TEC-CIS-10002344,Medium,5211.12,8,0.0,1146.24,463.98,5,4064.88,651.39,False
30187,IN-2011-10286,20111217,20111220,First Class,PB-19210,27,FUR-TA-10002153,Critical,1356.03,3,0.0,311.85,458.97,3,1044.1799999999998,452.01,False
29484,IN-2014-12897,20140314,20140318,Standard Class,CG-12520,106,OFF-AP-10004964,High,3569.643,7,0.1,674.163,458.54,4,2895.48,509.949,False
34667,CA-2013-134887,20130326,20130326,Same Day,TB-21280,138,TEC-AC-10003832,Critical,1287.45,5,0.0,244.6155,457.14,0,1042.8345,257.49,False
24015,ID-2014-10076,20140709,20140713,Standard Class,HG-15025,139,FUR-BO-10004679,High,2910.0816,8,0.07,125.1216,456.32,4,2784.96,363.7602,False
